n_estimators,max_depth,min_samples_leaf,min_samples_split,criterion,bootstrap,mae,mse,r2,cv_mae
50,5,2,2,squared_error,True,0.035879443744736436,0.054950246507333635,0.31029569888891906,0.10519885586620295
50,5,2,2,squared_error,False,0.035061086543997116,0.059434428125515866,0.2540127967073834,0.08440076941666058
50,5,2,5,squared_error,True,0.03624799698845022,0.05532823792236237,0.3055513652180303,0.10823218164672306
50,5,2,5,squared_error,False,0.035061086543997116,0.059434428125515866,0.2540127967073834,0.08913234749250096
50,5,2,10,squared_error,True,0.03682199567292926,0.055554738819085146,0.30270845453783224,0.12112834062096897
50,5,2,10,squared_error,False,0.035061086543997116,0.059434428125515866,0.2540127967073834,0.1104412463168096
50,5,4,2,squared_error,True,0.0336788332984279,0.05619552734259911,0.2946656407406053,0.11807208978805102
50,5,4,2,squared_error,False,0.0341898501005134,0.05888932367881353,0.26085463828848,0.11164764533784817
50,5,4,5,squared_error,True,0.0336788332984279,0.05619552734259911,0.2946656407406053,0.11807208978805102
50,5,4,5,squared_error,False,0.0341898501005134,0.05888932367881353,0.26085463828848,0.11164764533784817
50,5,4,10,squared_error,True,0.03393403181170501,0.05661031935117969,0.2894594069096734,0.12061688470541836
50,5,4,10,squared_error,False,0.0341898501005134,0.05888932367881353,0.26085463828848,0.1129132818118781
50,5,6,2,squared_error,True,0.03486056403331276,0.058968702971288575,0.2598583144697708,0.12320013167796391
50,5,6,2,squared_error,False,0.034201278607802386,0.058889902343205444,0.26084737522151713,0.11520427292859119
50,5,6,5,squared_error,True,0.03486056403331276,0.058968702971288575,0.2598583144697708,0.12320013167796391
50,5,6,5,squared_error,False,0.034201278607802386,0.058889902343205444,0.26084737522151713,0.11520427292859119
50,5,6,10,squared_error,True,0.03486056403331276,0.058968702971288575,0.2598583144697708,0.12320013167796391
50,5,6,10,squared_error,False,0.034201278607802386,0.058889902343205444,0.26084737522151713,0.11520427292859119
50,10,2,2,squared_error,True,0.024509503512403306,0.03276864262365414,0.5887065992308171,0.08857361311415345
50,10,2,2,squared_error,False,0.014750121300339643,0.03429403202328965,0.569560777388918,0.057704908000245934
