n_estimators,max_depth,min_samples_leaf,min_samples_split,criterion,bootstrap,mae,mse,r2,cv_mae
50,5,2,2,squared_error,True,0.031924944264414855,0.0531535754413123,0.33284649421158186,0.10857817930579843
50,5,2,2,squared_error,False,0.041630480953803804,0.07539059633068301,0.05374003107225689,0.11157681911923575
50,5,2,5,squared_error,True,0.03240414646699323,0.05364772153177046,0.32664425299104904,0.11151741406879856
50,5,2,5,squared_error,False,0.041630480953803804,0.07539059633068301,0.05374003107225689,0.11630839719507616
50,5,2,10,squared_error,True,0.033545520473869425,0.05513257083287506,0.3080072674529234,0.12284213775208863
50,5,2,10,squared_error,False,0.041630480953803804,0.07539059633068301,0.05374003107225689,0.12207632635395611
50,5,4,2,squared_error,True,0.032783014569683314,0.056497144799642296,0.29087990963592125,0.11977442683106714
50,5,4,2,squared_error,False,0.03792011762361001,0.07019263302914241,0.1189819157580998,0.12008907201239723
50,5,4,5,squared_error,True,0.032783014569683314,0.056497144799642296,0.29087990963592125,0.11977442683106714
50,5,4,5,squared_error,False,0.03792011762361001,0.07019263302914241,0.1189819157580998,0.12008907201239723
50,5,4,10,squared_error,True,0.03299938833907621,0.057032906644766165,0.2841553310864179,0.12296768355076024
50,5,4,10,squared_error,False,0.03792011762361001,0.07019263302914241,0.1189819157580998,0.12133307713986922
50,5,6,2,squared_error,True,0.03417948104550993,0.05900677093531156,0.25938050699500925,0.12462964603328579
50,5,6,2,squared_error,False,0.033476410453055896,0.057138580493955475,0.28282897291819553,0.1178195654556858
50,5,6,5,squared_error,True,0.03417948104550993,0.05900677093531156,0.25938050699500925,0.12462964603328579
50,5,6,5,squared_error,False,0.033476410453055896,0.057138580493955475,0.28282897291819553,0.1178195654556858
50,5,6,10,squared_error,True,0.03417948104550993,0.05900677093531156,0.25938050699500925,0.12462964603328579
50,5,6,10,squared_error,False,0.033476410453055896,0.057138580493955475,0.28282897291819553,0.1178195654556858
50,10,2,2,squared_error,True,0.020279868110071663,0.030574564764565694,0.6162454190281759,0.09071734068158327
50,10,2,2,squared_error,False,0.013973799126637557,0.034151706291444275,0.5713471691824368,0.07171918993285475
50,10,2,5,squared_error,True,0.0220832045062756,0.033673227760392256,0.5773527600911481,0.09472099904853434
50,10,2,5,squared_error,False,0.017292576419213977,0.03938780527252142,0.5056266270951454,0.07825113804788482
50,10,2,10,squared_error,True,0.02838467641879041,0.04420664867417746,0.4451432401815061,0.11222122531856157
50,10,2,10,squared_error,False,0.02642609921212542,0.05672013167257308,0.28808110498759,0.09249245052419622
