CD_OSCAR,STATION_NAME,CD_STATION,TP_STATION,START_DATE_OPERATION,END_DATE_OPERATION,LONGITUDE,LATITUDE,HEIGHT,CD_SITUATION,CD_WSI,IS_CAPITAL,CD_DISTRICT,INSTITUTE,STATE
0-2000-0-86834,MARACAJU,A731,Automatic,2006-12-15 00:00:00+00:00,,-55.17749999,-21.60916666,388.94,Operative,0-76-0-5005400000000156,False, 07,INMET,MS
0-2000-0-86677,MARAU,A438,Automatic,2008-06-22 00:00:00+00:00,,-38.97222221,-13.90694444,6.24,Operative,0-76-0-2920700000000387,False, 04,INMET,BA
0-2000-0-81922,MARECHAL THAUMATURGO,A137,Automatic,2009-10-27 00:00:00+00:00,,-72.78666666,-8.95,220.98,Down,0-76-0-1200351000000456,False, 01,INMET,AC
0-2000-0-86871,MARIA DA FE,A531,Automatic,2006-12-01 00:00:00+00:00,,-45.37305554,-22.31444444,1281.43,Operative,0-76-0-3139904000000151,False, 05,INMET,MG
0-2000-0-81983,MARIANOPOLIS DO TO,A041,Automatic,2012-11-24 00:00:00+00:00,,-49.72333332,-9.57638888,186.69,Operative,0-76-0-1712504000000488,False, 10,INMET,TO
0-2000-0-84810,MARILANDIA,A632,Automatic,2017-03-22 00:00:00+00:00,,-40.53972221,-19.40722222,95.0,Operative,0-76-0-3203353000000542,False, 06,INMET,ES
0-2000-0-84813,MARILIA,A763,Automatic,2017-05-15 00:00:00+00:00,,-49.965111,-22.235222,660.0,Operative,0-76-0-3529005000000547,False, 07,INMET,SP
0-2000-0-86899,MARINGA,A835,Automatic,2006-11-21 00:00:00+00:00,,-51.93277777,-23.40527777,548.51,Operative,0-76-0-4115200000000142,False, 08,INMET,PR
0-2000-0-86608,MATEIROS,A040,Automatic,2012-10-25 00:00:00+00:00,,-45.92194443,-10.43444444,791.0,Operative,0-76-0-1712702000000486,False, 10,INMET,TO
0-2000-0-81734,MAUES,A122,Automatic,2008-04-22 00:00:00+00:00,,-57.67388888,-3.39888888,25.49,Down,0-76-0-1302900000000345,False, 01,INMET,AM
0-2000-0-81739,MEDICILANDIA,A209,Automatic,2008-02-17 00:00:00+00:00,,-52.96333333,-3.51083333,251.68,Operative,0-76-0-1504455000000289,False, 02,INMET,PA
0-2000-0-81855,MINA DO PALITO,A246,Automatic,2010-09-28 00:00:00+00:00,,-55.78777777,-6.31999999,259.88,Down,0-76-0-1500602000000468,False, 02,INMET,PA
0-2000-0-86751,MINEIROS,A026,Automatic,2007-11-24 00:00:00+00:00,,-52.60111111,-17.45472222,862.0,Operative,0-76-0-5213103000000277,False, 10,INMET,GO
0-2000-0-86807,MIRANDA,A722,Automatic,2006-11-02 00:00:00+00:00,,-56.43166666,-20.39555555,132.49,Operative,0-76-0-5005608000000133,False, 07,INMET,MS
0-2000-0-86720,MOCAMBINHO,A539,Automatic,2007-11-11 00:00:00+00:00,,-44.01611111,-15.08583333,454.0,Operative,0-76-0-3135050000000270,False, 05,INMET,MG
0-2000-0-86693,MONTALVANIA,A526,Automatic,2007-06-26 00:00:00+00:00,,-44.40416666,-14.40833333,519.52,Operative,0-76-0-3142700000000217,False, 05,INMET,MG
0-2000-0-81706,MONTE ALEGRE,A239,Automatic,2012-07-06 00:00:00+00:00,,-54.07638888,-2.0,100.53,Operative,0-76-0-1504802000000482,False, 02,INMET,PA
0-2000-0-86670,MONTE ALEGRE DE GOIAS,A032,Automatic,2007-06-07 00:00:00+00:00,,-46.89027777,-13.25361111,552.0,Operative,0-76-0-5213509000000211,False, 10,INMET,GO
0-2000-0-86870,MONTE VERDE,A509,Automatic,2004-12-19 00:00:00+00:00,,-46.04333333,-22.86166666,1544.89,Operative,0-76-0-3110509000000071,False, 05,INMET,MG
0-2000-0-81914,MONTEIRO,A334,Automatic,2007-08-22 00:00:00+00:00,,-37.12472221,-7.89444444,606.39,Down,0-76-0-2509701000000241,False, 03,INMET,PB
0-2000-0-86740,MONTES CLAROS,A506,Automatic,2002-12-19 00:00:00+00:00,,-43.84388888,-16.68638888,645.87,Operative,0-76-0-3143302000000038,False, 05,INMET,MG
0-2000-0-81832,MORADA NOVA,A332,Automatic,2007-08-24 00:00:00+00:00,,-38.36472222,-5.0911111,93.0,Operative,0-76-0-2308708000000243,False, 03,INMET,CE
0-2000-0-86934,MORRETES,A873,Automatic,2008-03-13 00:00:00+00:00,,-48.80861111,-25.50888888,50.31,Operative,0-76-0-4116208000000317,False, 08,INMET,PR
0-2000-0-86755,MORRINHOS,A003,Automatic,2001-05-25 00:00:00+00:00,,-49.101698,-17.745066,751.09,Operative,0-76-0-5213806000000006,False, 10,INMET,GO
0-2000-0-81834,MOSSORO,A318,Automatic,2007-05-22 00:00:00+00:00,,-37.36694443,-4.90416666,29.44,Operative,0-76-0-2408003000000189,False, 03,INMET,RN
0-2000-0-86994,MOSTARDAS,A878,Automatic,2008-03-11 00:00:00+00:00,,-50.90638888,-31.24833333,3.82,Operative,0-76-0-4312500000000315,False, 08,INMET,RS
0-2000-0-86852,MURIAE,A517,Automatic,2006-08-30 00:00:00+00:00,,-42.37583332,-21.105,282.79,Operative,0-76-0-3148202000000102,False, 05,INMET,MG
0-2000-0-81839,NATAL,A304,Automatic,2003-02-24 00:00:00+00:00,,-35.20805555,-5.83722221,47.46,Down,0-76-0-2408102000000060,False, 03,INMET,RN
0-2000-0-86768,NHUMIRIM,A717,Automatic,2006-08-02 00:00:00+00:00,,-56.62277777,-18.9886111,102.26,Operative,0-76-0-5003207000000092,False, 07,INMET,MS
0-2000-0-84823,NITEROI,A627,Automatic,2018-07-13 00:00:00+00:00,,-43.10194444,-22.86749999,6.0,Operative,0-76-0-3303302000000580,False, 06,INMET,RJ
0-2000-0-86600,NOSSA SENHORA DA GLORIA,A453,Automatic,2017-03-24 00:00:00+00:00,,-37.43194443,-10.20777777,271.0,Operative,0-76-0-2804508000000543,False, 04,INMET,SE
0-2000-0-86901,NOVA FATIMA,A842,Automatic,2007-02-08 00:00:00+00:00,,-50.57777777,-23.41527777,664.31,Down,0-76-0-4117008000000174,False, 08,INMET,PR
0-2000-0-86889,NOVA FRIBURGO - SALINAS,A624,Automatic,2010-09-18 00:00:00+00:00,,-42.67694443,-22.33472221,1070.0,Operative,0-76-0-3303401000000466,False, 06,INMET,RJ
0-2000-0-86663,NOVA MARINGA,A928,Automatic,2008-04-16 00:00:00+00:00,,-57.09222221,-13.0386111,334.36,Operative,0-76-0-5108907000000338,False, 09,INMET,MT
0-2000-0-86706,NOVA PORTEIRINHA (JANAUBA),A563,Automatic,2016-11-19 00:00:00+00:00,,-43.29694444,-15.80277777,532.0,Operative,0-76-0-3135100000000533,False, 05,INMET,MG
0-2000-0-86919,NOVA TEBAS,A822,Automatic,2006-12-21 00:00:00+00:00,,-51.95388888,-24.43388888,660.0,Down,0-76-0-4117271000000164,False, 08,INMET,PR
0-2000-0-86665,NOVA UBIRATA,A929,Automatic,2008-04-13 00:00:00+00:00,,-54.75222222,-13.41111111,466.48,Down,0-76-0-5106240000000337,False, 09,INMET,MT
0-2000-0-81812,NOVO ARIPUANA,A144,Automatic,2019-07-18 00:00:00+00:00,,-60.38055554,-8.0911111,45.0,Operative,0-76-0-1303304000000594,False, 01,INMET,AM
0-2000-0-86938,NOVO HORIZONTE,A816,Automatic,2008-09-20 00:00:00+00:00,,-52.85027777,-26.40638888,943.57,Operative,0-76-0-4203600000000432,False, 08,INMET,SC
0-2000-0-81784,NOVO REPARTIMENTO,A235,Automatic,2008-07-23 00:00:00+00:00,,-49.93944444,-4.24388888,100.76,Operative,0-76-0-1505064000000410,False, 02,INMET,PA
0-2000-0-81675,OBIDOS,A232,Automatic,2012-07-05 00:00:00+00:00,,-55.51972221,-1.88083332,89.64,Operative,0-76-0-1505106000000481,False, 02,INMET,PA
0-2000-0-81869,OEIRAS,A354,Automatic,2008-07-22 00:00:00+00:00,,-42.14694444,-6.97416666,154.03,Operative,0-76-0-2207009000000409,False, 03,INMET,PI
0-2000-0-81609,OIAPOQUE,A242,Automatic,2008-09-11 00:00:00+00:00,,-51.8625,3.81361111,15.14,Operative,0-76-0-1600501000000428,False, 02,INMET,AP
0-2000-0-84819,OLIVEIRA,A570,Automatic,2017-10-19 00:00:00+00:00,,-44.86444444,-20.715,1025.0,Operative,0-76-0-3145604000000560,False, 05,INMET,MG
0-2000-0-81910,OURICURI,A366,Automatic,2010-08-11 00:00:00+00:00,,-40.10277777,-7.88583333,457.85,Operative,0-76-0-2609907000000462,False, 03,INMET,PE
0-2000-0-86866,OURINHOS,A716,Automatic,2006-08-29 00:00:00+00:00,,-49.84333333,-23.00055555,500.0,Operative,0-76-0-3534708000000101,False, 07,INMET,SP
0-2000-0-86823,OURO BRANCO,A513,Automatic,2006-07-28 00:00:00+00:00,,-43.75611111,-20.55666666,1048.2,Operative,0-76-0-3145901000000091,False, 05,INMET,MG
0-2000-0-81742,PACAJA,A210,Automatic,2008-02-27 00:00:00+00:00,,-50.63805555,-3.8436111,89.02,Operative,0-76-0-1505486000000292,False, 02,INMET,PA
0-2000-0-81957,PALMARES,A357,Automatic,2008-09-04 00:00:00+00:00,,-35.56805554,-8.66666666,164.01,Operative,0-76-0-2610004000000420,False, 03,INMET,PE
0-2000-0-86607,PALMAS,A009,Automatic,2004-12-17 00:00:00+00:00,,-48.31444444,-10.14777777,267.0,Operative,0-76-0-1721000000000070,False, 10,INMET,TO
0-2000-0-86953,PALMEIRA DAS MISSOES,A856,Automatic,2008-02-26 00:00:00+00:00,,-53.31805554,-27.92027777,614.11,Operative,0-76-0-4313706000000291,False, 08,INMET,RS
0-2000-0-81995,PALMEIRA DOS INDIOS,A327,Automatic,2007-07-11 00:00:00+00:00,,-36.62027777,-9.42027777,278.01,Operative,0-76-0-2700805000000224,False, 03,INMET,AL
0-2000-0-81994,PAO DE ACUCAR,A323,Automatic,2007-07-14 00:00:00+00:00,,-37.43083332,-9.74916666,20.83,Operative,0-76-0-2706406000000230,False, 03,INMET,AL
0-2000-0-86747,PARACATU,A571,Automatic,2018-03-16 00:00:00+00:00,,-46.88166666,-17.24444444,705.0,Operative,0-76-0-3147006000000576,False, 05,INMET,MG
0-2000-0-81745,PARAGOMINAS,A212,Automatic,2007-10-18 00:00:00+00:00,,-47.49499999,-2.90055555,88.0,Operative,0-76-0-1505502000000258,False, 02,INMET,PA
0-2000-0-86650,PARANA,A010,Automatic,2005-03-04 00:00:00+00:00,,-47.87194443,-12.615,284.96,Operative,0-76-0-1716208000000073,False, 10,INMET,TO
0-2000-0-86792,PARANAIBA,A710,Automatic,2006-11-10 00:00:00+00:00,,-51.18166666,-19.69555555,408.06,Operative,0-76-0-5006309000000137,False, 07,INMET,MS
0-2000-0-86862,PARANAPOEMA,A850,Automatic,2008-03-04 00:00:00+00:00,,-52.13444444,-22.65833333,308.7,Operative,0-76-0-4118303000000302,False, 08,INMET,PR
0-2000-0-86684,PARANATINGA,A915,Automatic,2006-12-19 00:00:00+00:00,,-54.0361111,-14.42138888,476.91,Operative,0-76-0-5106307000000160,False, 09,INMET,MT
0-2000-0-86733,PARANOA (COOPA-DF),A047,Automatic,2017-02-07 00:00:00+00:00,,-47.557417,-16.012222,1043.0,Operative,0-76-0-5300108000000537,False, 10,INMET,DF
0-2000-0-86913,PARATY,A619,Automatic,2006-11-19 00:00:00+00:00,,-44.72694443,-23.2236111,3.0,Operative,0-76-0-3303807000000141,False, 06,INMET,RJ
0-2000-0-86732,PARAUNA,A027,Automatic,2008-03-29 00:00:00+00:00,,-50.42555554,-16.9625,678.74,Operative,0-76-0-5216403000000324,False, 10,INMET,GO
0-2000-0-81703,PARINTINS,A123,Automatic,2008-04-11 00:00:00+00:00,,-56.75611111,-2.63916666,18.72,Operative,0-76-0-1303403000000332,False, 01,INMET,AM
0-2000-0-81752,PARNAIBA,A308,Automatic,2003-02-06 00:00:00+00:00,,-41.78305554,-3.08666666,52.11,Operative,0-76-0-2207702000000051,False, 03,INMET,PI
0-2000-0-81963,PARQUE ESTADUAL CHANDLESS,A102,Automatic,2008-08-05 00:00:00+00:00,,-69.92638888,-9.35833333,184.51,Down,0-76-0-1200435000000413,False, 01,INMET,AC
0-2000-0-86873,PASSA QUATRO,A529,Automatic,2007-05-30 00:00:00+00:00,,-44.96194444,-22.39583333,1017.1,Operative,0-76-0-3147600000000201,False, 05,INMET,MG
0-2000-0-86963,PASSO FUNDO,A839,Automatic,2006-11-27 00:00:00+00:00,,-52.40361111,-28.22666666,680.67,Operative,0-76-0-4314100000000147,False, 08,INMET,RS
0-2000-0-86819,PASSOS,A516,Automatic,2006-07-16 00:00:00+00:00,,-46.633916,-20.745237,781.7,Operative,0-76-0-3147907000000086,False, 05,INMET,MG
0-2000-0-81913,PATOS,A321,Automatic,2007-07-21 00:00:00+00:00,,-37.27277777,-7.07972221,263.66,Operative,0-76-0-2510808000000235,False, 03,INMET,PB
0-2000-0-84811,PATOS DE MINAS,A562,Automatic,2017-05-12 00:00:00+00:00,,-46.44055555,-18.52055554,950.0,Operative,0-76-0-3148004000000545,False, 05,INMET,MG
0-2000-0-86778,PATROCINIO,A523,Automatic,2006-08-22 00:00:00+00:00,,-46.985935,-18.996684,978.11,Operative,0-76-0-3148103000000097,False, 05,INMET,MG
0-2000-0-81950,PAULISTANA,A330,Automatic,2007-08-31 00:00:00+00:00,,-41.142945,-8.132288,376.0,Operative,0-76-0-2207801000000246,False, 03,INMET,PI
0-2000-0-81941,PEDRO AFONSO,A020,Automatic,2007-01-23 00:00:00+00:00,,-48.17722221,-8.9686111,189.71,Operative,0-76-0-1716505000000170,False, 10,INMET,TO
0-2000-0-86649,PEIXE,A018,Automatic,2006-12-01 00:00:00+00:00,,-48.54444444,-12.01527777,250.87,Operative,0-76-0-1716604000000150,False, 10,INMET,TO
0-2000-0-81991,PETROLINA,A307,Automatic,2003-02-21 00:00:00+00:00,,-40.52333332,-9.38833333,372.72,Operative,0-76-0-2611101000000059,False, 03,INMET,PE
0-2000-0-86673,PIATA,A430,Automatic,2008-05-03 00:00:00+00:00,,-41.774125,-13.155681,1283.95,Operative,0-76-0-2924306000000358,False, 04,INMET,BA
0-2000-0-86876,PICO DO COUTO,A610,Automatic,2006-10-22 00:00:00+00:00,,-43.29138888,-22.46472222,1777.0,Operative,0-76-0-3303906000000121,False, 06,INMET,RJ
0-2000-0-81908,PICOS,A343,Automatic,2008-12-12 00:00:00+00:00,,-41.40416666,-7.0711111,232.91,Operative,0-76-0-2208007000000440,False, 03,INMET,PI
0-2000-0-86868,PIRACICABA,A726,Automatic,2006-09-26 00:00:00+00:00,,-47.62333332,-22.70305555,566.46,Operative,0-76-0-3538709000000110,False, 07,INMET,SP
0-2000-0-81980,PIRANHAS,A371,Automatic,2017-09-20 00:00:00+00:00,,-37.76722221,-9.62222221,187.0,Operative,0-76-0-2707107000000559,False, 03,INMET,AL
0-2000-0-86759,PIRAPORA,A545,Automatic,2007-07-04 00:00:00+00:00,,-44.835556,-17.258064,505.32,Operative,0-76-0-3151206000000220,False, 05,INMET,MG
0-2000-0-86756,PIRES DO RIO,A033,Automatic,2007-10-12 00:00:00+00:00,,-48.28416666,-17.30416666,757.27,Operative,0-76-0-5217401000000255,False, 10,INMET,GO
0-2000-0-81794,PIRIPIRI,A335,Automatic,2007-08-31 00:00:00+00:00,,-41.79444444,-4.2761111,157.89,Operative,0-76-0-2208403000000247,False, 03,INMET,PI
0-2000-0-86603,PIUM,A051,Automatic,2016-04-06 00:00:00+00:00,,-49.62944443,-10.47694443,161.0,Down,0-76-0-1717503000000510,False, 10,INMET,TO
0-2000-0-81737,PLACAS,A211,Automatic,2008-02-14 00:00:00+00:00,,-54.21638888,-3.86416666,100.45,Operative,0-76-0-1505650000000287,False, 02,INMET,PA
0-2000-0-86926,PLANALTO,A855,Automatic,2007-11-07 00:00:00+00:00,,-53.74805555,-25.72194443,399.1,Operative,0-76-0-4119806000000265,False, 08,INMET,PR
0-2000-0-86614,POCO VERDE,A419,Automatic,2008-04-03 00:00:00+00:00,,-38.10833333,-10.73805555,367.01,Down,0-76-0-2805505000000327,False, 04,INMET,SE
0-2000-0-86788,POMPEU,A560,Automatic,2015-08-21 00:00:00+00:00,,-44.96416666,-19.23249999,705.0,Operative,0-76-0-3152006000000504,False, 05,INMET,MG
0-2000-0-86857,PONTA PORA,A703,Automatic,2001-09-07 00:00:00+00:00,,-55.71638888,-22.5525,668.0,Operative,0-76-0-5006606000000012,False, 07,INMET,MS
0-2000-0-86702,PONTES E LACERDA,A937,Automatic,2008-01-30 00:00:00+00:00,,-59.3461111,-15.23444444,272.53,Operative,0-76-0-5106752000000285,False, 09,INMET,MT
0-2000-0-86669,PORANGATU,A005,Automatic,2001-06-04 00:00:00+00:00,,-49.11749999,-13.30944444,365.0,Operative,0-76-0-5218003000000581,False, 10,INMET,GO
0-2000-0-86988,PORTO ALEGRE - JARDIM BOTANICO,A801,Automatic,2000-09-22 00:00:00+00:00,,-51.17472221,-30.05361111,41.18,Operative,0-76-0-4314902000000005,False, 08,INMET,RS
,PORTO ALEGRE- BELEM NOVO,B807,Automatic,2022-12-08 00:00:00+00:00,,-51.17805554,-30.1861111,3.3,Operative,,False, 08,INMET,RS
0-2000-0-81671,PORTO DE MOZ,A245,Automatic,2022-04-07 00:00:00+00:00,,-52.11166666,-1.82194443,19.0,Operative,0-76-0-1505908000000599,False, 02,INMET,PA
0-2000-0-86704,PORTO ESTRELA,A935,Automatic,2008-05-30 00:00:00+00:00,,-57.22583332,-15.32472221,147.75,Down,0-76-0-5106851000000371,False, 09,INMET,MT
0-2000-0-81637,PORTO GRANDE,A244,Automatic,2008-09-17 00:00:00+00:00,,-51.40388888,0.69416666,84.8,Operative,0-76-0-1600535000000431,False, 02,INMET,AP
0-2000-0-86833,PORTO MURTINHO,A723,Automatic,2006-10-24 00:00:00+00:00,,-57.88666666,-21.70583333,78.56,Operative,0-76-0-5006903000000122,False, 07,INMET,MS
0-2000-0-86745,PORTO SEGURO,A427,Automatic,2008-07-10 00:00:00+00:00,,-39.18249999,-16.38888888,86.36,Down,0-76-0-2925303000000396,False, 04,INMET,BA
0-2000-0-81932,PORTO VELHO,A925,Automatic,2007-07-11 00:00:00+00:00,,-63.84583333,-8.7936111,86.7,Operative,0-76-0-1100205000000227,False, 09,INMET,RO
0-2000-0-81921,PORTO WALTER,A136,Automatic,2009-10-29 00:00:00+00:00,,-72.74777777,-8.26722221,205.35,Down,0-76-0-1200393000000457,False, 01,INMET,AC
0-2000-0-86692,POSSE,A017,Automatic,2007-04-18 00:00:00+00:00,,-46.36638888,-14.08916666,830.0,Operative,0-76-0-5218300000000181,False, 10,INMET,GO
0-2000-0-86842,PRADOPOLIS,A747,Automatic,2008-04-22 00:00:00+00:00,,-48.11388888,-21.33833333,540.41,Operative,0-76-0-3518859000000346,False, 07,INMET,SP
0-2000-0-81717,PREGUICAS,A218,Automatic,2008-11-22 00:00:00+00:00,,-42.7075,-2.59222221,4.62,Operative,0-76-0-2101707000000437,False, 02,INMET,MA
0-2000-0-81699,PRESIDENTE FIGUEIREDO,A126,Automatic,2008-04-19 00:00:00+00:00,,-60.02583332,-2.05666666,60.99,Down,0-76-0-1303536000000343,False, 01,INMET,AM
0-2000-0-86853,PRESIDENTE KENNEDY,A622,Automatic,2008-06-18 00:00:00+00:00,,-41.03944444,-21.10083333,69.12,Operative,0-76-0-3204302000000385,False, 06,INMET,ES
0-2000-0-86863,PRESIDENTE PRUDENTE,A707,Automatic,2003-02-04 00:00:00+00:00,,-51.40861111,-22.11999999,431.92,Operative,0-76-0-3541406000000050,False, 07,INMET,SP
0-2000-0-86700,PRIMAVERA DO LESTE,A923,Automatic,2017-10-26 00:00:00+00:00,,-54.3811111,-15.57999999,680.0,Operative,0-76-0-5107040000000566,False, 09,INMET,MT
,Paty do Alferes - Avelar,A637,Automatic,2022-11-10 00:00:00+00:00,,-43.41777777,-22.34722221,508.0,Operative,,False, 06,INMET,RJ
0-2000-0-86982,QUARAI,A831,Automatic,2007-10-17 00:00:00+00:00,,-56.437115,-30.368578,113.05,Operative,0-76-0-4315305000000257,False, 08,INMET,RS
0-2000-0-86612,QUEIMADAS,A436,Automatic,2008-05-23 00:00:00+00:00,,-39.61694443,-10.98472221,310.11,Down,0-76-0-2925808000000366,False, 04,INMET,BA
0-2000-0-86647,QUERENCIA,A916,Automatic,2007-07-18 00:00:00+00:00,,-52.1625,-12.60305555,355.0,Operative,0-76-0-5107065000000233,False, 09,INMET,MT
0-2000-0-81799,QUIXADA,A369,Automatic,2018-03-20 00:00:00+00:00,,-39.05722222,-4.97888888,193.0,Operative,0-76-0-2311306000000577,False, 03,INMET,CE
0-2000-0-81831,QUIXERAMOBIM,A325,Automatic,2007-07-09 00:00:00+00:00,,-39.28944444,-5.17444443,221.04,Operative,0-76-0-2311405000000223,False, 03,INMET,CE
0-2000-0-86864,RANCHARIA,A718,Automatic,2006-09-01 00:00:00+00:00,,-50.97472221,-22.37277777,398.75,Operative,0-76-0-3542206000000103,False, 07,INMET,SP
0-2000-0-86959,RANCHO QUEIMADO,A870,Automatic,2016-05-31 00:00:00+00:00,,-49.04194444,-27.6786111,881.0,Operative,0-76-0-4214300000000515,False, 08,INMET,SC
0-2000-0-81937,REDENCAO,A254,Automatic,2019-07-11 00:00:00+00:00,,-50.00694444,-8.04333333,199.0,Operative,0-76-0-1506139000000593,False, 02,INMET,PA
0-2000-0-86915,REGISTRO,A766,Automatic,2017-02-09 00:00:00+00:00,,-47.86416666,-24.53305554,35.0,Operative,0-76-0-3542602000000538,False, 07,INMET,SP
0-2000-0-81990,REMANSO,A423,Automatic,2008-03-26 00:00:00+00:00,,-42.07722221,-9.62555554,397.4,Operative,0-76-0-2926004000000321,False, 04,INMET,BA
0-2000-0-86874,RESENDE,A609,Automatic,2006-09-29 00:00:00+00:00,,-44.44499999,-22.45138888,438.83,Operative,0-76-0-3304201000000114,False, 06,INMET,RJ
0-2000-0-86640,RIBEIRA DO AMPARO,A458,Automatic,2018-09-20 00:00:00+00:00,,-38.44416666,-11.05861111,182.0,Operative,0-76-0-2926509000000582,False, 04,INMET,BA
0-2000-0-81965,RIO BRANCO,A104,Automatic,2008-07-11 00:00:00+00:00,,-68.16527777,-9.67972221,163.0,Operative,0-76-0-1200401000000397,False, 01,INMET,AC
0-2000-0-86836,RIO BRILHANTE,A743,Automatic,2008-06-26 00:00:00+00:00,,-54.52805554,-21.77499999,324.31,Operative,0-76-0-5007208000000391,False, 07,INMET,MS
0-2000-0-84803,RIO CLARO,A626,Automatic,2016-06-03 00:00:00+00:00,,-44.040916,-22.653579,516.0,Operative,0-76-0-3304409000000518,False, 06,INMET,RJ
0-2000-0-86887,RIO DE JANEIRO - FORTE DE COPACABANA,A652,Automatic,2007-05-18 00:00:00+00:00,,-43.19055555,-22.98833333,25.59,Operative,0-76-0-3304557000000187,False, 06,INMET,RJ
0-2000-0-84816,RIO DE JANEIRO - JACAREPAGUA,A636,Automatic,2017-08-10 00:00:00+00:00,,-43.40277777,-22.93999999,20.0,Operative,0-76-0-3304557000000553,False, 06,INMET,RJ
0-2000-0-86879,RIO DE JANEIRO - VILA MILITAR,A621,Automatic,2007-04-13 00:00:00+00:00,,-43.41138888,-22.86138888,30.43,Operative,0-76-0-3304557000000179,False, 06,INMET,RJ
0-2000-0-86914,RIO DE JANEIRO-MARAMBAIA,A602,Automatic,2002-11-08 00:00:00+00:00,,-43.59555555,-23.05027777,12.0,Operative,0-76-0-3304557000000024,False, 06,INMET,RJ
0-2000-0-86944,RIO DO CAMPO,A861,Automatic,2008-03-10 00:00:00+00:00,,-50.14555555,-26.93749999,591.67,Operative,0-76-0-4214508000000312,False, 08,INMET,SC
0-2000-0-86995,RIO GRANDE,A802,Automatic,2001-11-16 00:00:00+00:00,,-52.16777777,-32.07888888,4.92,Operative,0-76-0-4315602000000014,False, 08,INMET,RS
0-2000-0-86945,RIO NEGRINHO,A862,Automatic,2008-03-22 00:00:00+00:00,,-49.57416666,-26.2486111,800.0,Operative,0-76-0-4215000000000320,False, 08,INMET,SC
0-2000-0-86978,RIO PARDO,A813,Automatic,2006-09-30 00:00:00+00:00,,-52.38194443,-29.87222221,106.99,Operative,0-76-0-4315701000000115,False, 08,INMET,RS
0-2000-0-86721,RIO PARDO DE MINAS,A551,Automatic,2007-11-17 00:00:00+00:00,,-42.43583333,-15.72305554,850.06,Operative,0-76-0-3155603000000275,False, 05,INMET,MG
0-2000-0-81981,RIO SONO,A050,Automatic,2016-08-03 00:00:00+00:00,,-47.132732,-9.793363,291.0,Operative,0-76-0-1718758000000523,False, 10,INMET,TO
0-2000-0-81700,RIO URUBU,A125,Automatic,2008-06-26 00:00:00+00:00,,-59.60055555,-2.6336111,112.84,Operative,0-76-0-1303536000000390,False, 01,INMET,AM
0-2000-0-86753,RIO VERDE,A025,Automatic,2007-05-17 00:00:00+00:00,,-50.965,-17.78527777,780.11,Operative,0-76-0-5218805000000184,False, 10,INMET,GO
0-2000-0-81786,RONDON DO PARA,A214,Automatic,2008-04-17 00:00:00+00:00,,-48.1736111,-4.82749999,203.0,Operative,0-76-0-1506187000000342,False, 02,INMET,PA
0-2000-0-86728,RONDONOPOLIS,A907,Automatic,2003-11-17 00:00:00+00:00,,-54.58027777,-16.4625,289.88,Operative,0-76-0-5107602000000065,False, 09,INMET,MT
0-2000-0-86683,ROSARIO OESTE,A944,Automatic,2019-05-30 00:00:00+00:00,,-56.44194444,-14.82888888,195.0,Operative,0-76-0-5107701000000591,False, 09,INMET,MT
0-2000-0-81643,S. G. DA CACHOEIRA,A134,Automatic,2011-08-31 00:00:00+00:00,,-67.061246,-0.125207,79.67,Operative,0-76-0-1303809000000476,False, 01,INMET,AM
0-2000-0-86664,S.J. DO RIO CLARO,A903,Automatic,2003-02-25 00:00:00+00:00,,-56.67722221,-13.45388888,339.59,Operative,0-76-0-5107305000000062,False, 09,INMET,MT
0-2000-0-86795,SACRAMENTO,A525,Automatic,2006-08-19 00:00:00+00:00,,-47.43416666,-19.87527777,913.12,Operative,0-76-0-3156908000000095,False, 05,INMET,MG
0-2000-0-81949,SALGUEIRO,A370,Automatic,2017-09-15 00:00:00+00:00,,-39.0961111,-8.05805555,447.0,Operative,0-76-0-2612208000000558,False, 03,INMET,PE
0-2000-0-86741,SALINAS,A552,Automatic,2007-09-14 00:00:00+00:00,,-42.31027777,-16.16027777,487.14,Operative,0-76-0-3157005000000253,False, 05,INMET,MG
0-2000-0-81660,SALINOPOLIS,A215,Automatic,2008-06-14 00:00:00+00:00,,-47.35666666,-0.61888888,23.18,Operative,0-76-0-1506203000000383,False, 02,INMET,PA
0-2000-0-86703,SALTO DO CEU,A936,Automatic,2008-01-24 00:00:00+00:00,,-58.12722221,-15.12472221,300.83,Operative,0-76-0-5107750000000283,False, 09,INMET,MT
0-2000-0-86678,SALVADOR,A401,Automatic,2000-05-13 00:00:00+00:00,,-38.50576,-13.005515,47.56,Operative,0-76-0-2927408000000004,False, 04,INMET,BA
0-2000-0-86660,SALVADOR (RADIO FAROL),A456,Automatic,2018-03-10 00:00:00+00:00,,-38.49583333,-12.80833333,31.0,Operative,0-76-0-2927408000000572,False, 04,INMET,BA
0-2000-0-81876,SANTA CRUZ,A367,Automatic,2010-08-17 00:00:00+00:00,,-36.02666666,-6.22805554,227.49,Down,0-76-0-2411205000000464,False, 03,INMET,RN
0-2000-0-81898,SANTA FE DO ARAGUAIA,A048,Automatic,2016-07-30 00:00:00+00:00,,-48.781267,-7.124191,171.0,Operative,0-76-0-1718865000000522,False, 10,INMET,TO
0-2000-0-86977,SANTA MARIA,A803,Automatic,2001-11-26 00:00:00+00:00,,-53.72055554,-29.72499999,103.1,Operative,0-76-0-4316907000000016,False, 08,INMET,RS
