CD_OSCAR,STATION_NAME,CD_STATION,TP_STATION,START_DATE_OPERATION,END_DATE_OPERATION,LONGITUDE,LATITUDE,HEIGHT,CD_SITUATION,CD_WSI,IS_CAPITAL,CD_DISTRICT,INSTITUTE,STATE
0-2000-0-81871,SANTA MARIA DAS BARREIRAS,A256,Automatic,2020-12-18 00:00:00+00:00,,-49.85638888,-8.72972221,165.0,Operative,0-76-0-1506583000000598,False, 02,INMET,PA
0-2000-0-84825,SANTA MARIA MADALENA,A630,Automatic,2018-10-16 00:00:00+00:00,,-42.01027777,-21.95055555,586.0,Operative,0-76-0-3304607000000584,False, 06,INMET,RJ
0-2000-0-86633,SANTA RITA DE CASSIA,A415,Automatic,2007-05-28 00:00:00+00:00,,-44.53638888,-11.00333333,450.0,Operative,0-76-0-2928406000000198,False, 04,INMET,BA
0-2000-0-86950,SANTA ROSA,A810,Automatic,2006-11-15 00:00:00+00:00,,-54.47999999,-27.89055555,272.84,Operative,0-76-0-4317202000000138,False, 08,INMET,RS
0-2000-0-86631,SANTA ROSA DO TOCANTINS,A052,Automatic,2015-08-14 00:00:00+00:00,,-48.18499999,-11.42888888,306.0,Operative,0-76-0-1718907000000500,False, 10,INMET,TO
0-2000-0-86804,SANTA TERESA,A613,Automatic,2007-08-09 00:00:00+00:00,,-40.57944443,-19.98833333,975.92,Down,0-76-0-3204609000000240,False, 06,INMET,ES
0-2000-0-81982,SANTANA DO ARAGUAIA,A233,Automatic,2008-05-30 00:00:00+00:00,,-50.35027777,-9.34055555,154.0,Operative,0-76-0-1506708000000369,False, 02,INMET,PA
0-2000-0-86983,SANTANA DO LIVRAMENTO,A804,Automatic,2001-11-22 00:00:00+00:00,,-55.40138888,-30.75055555,196.0,Operative,0-76-0-4317103000000015,False, 08,INMET,RS
0-2000-0-81707,SANTAREM,A250,Automatic,2015-09-02 00:00:00+00:00,,-54.72027777,-2.5025,137.0,Operative,0-76-0-1506807000000506,False, 02,INMET,PA
0-2000-0-86976,SANTIAGO,A833,Automatic,2009-02-04 00:00:00+00:00,,-54.885653,-29.191599,390.03,Operative,0-76-0-4317400000000441,False, 08,INMET,RS
0-2000-0-86685,SANTO ANTONIO DO LESTE,A931,Automatic,2008-05-30 00:00:00+00:00,,-53.88444444,-14.92499999,662.0,Operative,0-76-0-1381098000000370,False, 09,INMET,MT
0-2000-0-86952,SANTO AUGUSTO,A805,Automatic,2001-12-05 00:00:00+00:00,,-53.7911111,-27.85444444,489.67,Operative,0-76-0-4317806000000017,False, 08,INMET,RS
0-2000-0-86960,SAO BORJA,A830,Automatic,2007-07-21 00:00:00+00:00,,-56.01638888,-28.65,81.08,Operative,0-76-0-4318002000000236,False, 08,INMET,RS
0-2000-0-86845,SAO CARLOS,A711,Automatic,2006-09-04 00:00:00+00:00,,-47.883927,-21.980353,859.29,Operative,0-76-0-3548906000000104,False, 07,INMET,SP
0-2000-0-86628,SAO FELIX  DO ARAGUAIA,A921,Automatic,2007-10-19 00:00:00+00:00,,-50.72777777,-11.61888888,201.37,Down,0-76-0-5107859000000259,False, 09,INMET,MT
0-2000-0-81858,SAO FELIX DO XINGU,A216,Automatic,2016-11-15 00:00:00+00:00,,-51.95694444,-6.63972221,211.0,Down,0-76-0-1507300000000532,False, 02,INMET,PA
0-2000-0-86984,SAO GABRIEL,A832,Automatic,2007-07-11 00:00:00+00:00,,-54.31083333,-30.34138888,114.89,Operative,0-76-0-4318309000000226,False, 08,INMET,RS
0-2000-0-86789,SAO GABRIEL DO OESTE,A732,Automatic,2006-12-18 00:00:00+00:00,,-54.55305555,-19.42027777,646.0,Operative,0-76-0-5007695000000159,False, 07,INMET,MS
0-2000-0-81774,SAO GONCALO,A333,Automatic,2007-11-06 00:00:00+00:00,,-38.311583,-6.835777,237.04,Operative,0-76-0-2516201000000264,False, 03,INMET,PB
0-2000-0-86849,SAO JOAO DEL REI,A514,Automatic,2006-06-09 00:00:00+00:00,,-44.25083333,-21.10638888,929.88,Operative,0-76-0-3162500000000078,False, 05,INMET,MG
0-2000-0-81848,SAO JOAO DO PIAUI,A331,Automatic,2007-08-26 00:00:00+00:00,,-42.2525,-8.36444444,231.0,Operative,0-76-0-2210003000000244,False, 03,INMET,PI
0-2000-0-86969,SAO JOAQUIM,A815,Automatic,2008-04-12 00:00:00+00:00,,-49.93472221,-28.27555554,1400.06,Operative,0-76-0-4216503000000336,False, 08,INMET,SC
0-2000-0-86621,SAO JOSE DO XINGU,A942,Automatic,2019-02-19 00:00:00+00:00,,-52.37249999,-10.48416666,300.0,Operative,0-76-0-5107354000000589,False, 09,INMET,MT
0-2000-0-86967,SAO JOSE DOS AUSENTES,A829,Automatic,2006-10-26 00:00:00+00:00,,-50.05777777,-28.7486111,1228.59,Operative,0-76-0-4318622000000127,False, 08,INMET,RS
0-2000-0-81715,SAO LUIS,A203,Automatic,2003-01-29 00:00:00+00:00,,-44.21361111,-2.52666666,54.8,Operative,0-76-0-2111300000000047,False, 02,INMET,MA
0-2000-0-81997,SAO LUIS DO QUITUNDE,A356,Automatic,2008-09-08 00:00:00+00:00,,-35.56583333,-9.28749999,13.69,Operative,0-76-0-2707404000000424,False, 03,INMET,AL
0-2000-0-86912,SAO LUIZ DO PARAITINGA,A740,Automatic,2007-11-01 00:00:00+00:00,,-45.41694443,-23.22833332,862.3,Operative,0-76-0-3535606000000262,False, 07,INMET,SP
0-2000-0-86961,SAO LUIZ GONZAGA,A852,Automatic,2007-07-25 00:00:00+00:00,,-54.9625,-28.41722221,245.5,Operative,0-76-0-4318903000000237,False, 08,INMET,RS
0-2000-0-86786,SAO MATEUS,A616,Automatic,2006-10-25 00:00:00+00:00,,-39.86416666,-18.6761111,28.66,Operative,0-76-0-3204906000000124,False, 06,INMET,ES
0-2000-0-86931,SAO MATEUS DO SUL,A874,Automatic,2011-04-17 00:00:00+00:00,,-50.36888888,-25.83555555,780.21,Operative,0-76-0-4125605000000472,False, 08,INMET,PR
0-2000-0-86906,SAO MIGUEL ARCANJO,A715,Automatic,2006-08-15 00:00:00+00:00,,-47.99916666,-23.89083333,710.0,Operative,0-76-0-3550209000000093,False, 07,INMET,SP
0-2000-0-86646,SAO MIGUEL DO ARAGUAIA,A031,Automatic,2017-06-29 00:00:00+00:00,,-50.33583333,-12.82055554,210.0,Operative,0-76-0-5220207000000550,False, 10,INMET,GO
0-2000-0-86937,SAO MIGUEL DO OESTE,A857,Automatic,2008-03-12 00:00:00+00:00,,-53.51416666,-26.78638888,647.0,Operative,0-76-0-4217204000000316,False, 08,INMET,SC
0-2000-0-86909,SAO PAULO - INTERLAGOS,A771,Automatic,2018-03-14 00:00:00+00:00,,-46.677501,-23.724501,771.0,Operative,0-76-0-3550308000000573,False, 07,INMET,SP
0-2000-0-86910,SAO PAULO - MIRANTE,A701,Automatic,2006-07-25 00:00:00+00:00,,-46.61999999,-23.49638888,785.64,Operative,0-76-0-3550308000000089,False, 07,INMET,SP
0-2000-0-81989,SAO RAIMUNDO NONATO,A345,Automatic,2008-02-27 00:00:00+00:00,,-42.70111111,-9.03305554,385.0,Operative,0-76-0-2210607000000294,False, 03,INMET,PI
0-2000-0-86739,SAO ROMAO,A547,Automatic,2007-06-30 00:00:00+00:00,,-45.12388888,-16.36277777,490.29,Operative,0-76-0-3164209000000218,False, 05,INMET,MG
0-2000-0-86811,SAO SEBASTIAO DO PARAISO,A561,Automatic,2015-08-17 00:00:00+00:00,,-47.11416666,-20.91,845.0,Operative,0-76-0-3164704000000501,False, 05,INMET,MG
0-2000-0-84828,SAO SIMAO,A770,Automatic,2019-07-03 00:00:00+00:00,,-47.57944443,-21.46111111,620.0,Operative,0-76-0-3550902000000592,False, 07,INMET,SP
0-2000-0-86773,SAO SIMAO,A011,Automatic,2006-07-15 00:00:00+00:00,,-50.633449,-18.969142,492.45,Operative,0-76-0-5220405000000084,False, 10,INMET,GO
0-2000-0-84802,SAO VICENTE DO SUL,A889,Automatic,2016-04-06 00:00:00+00:00,,-54.69444444,-29.70222222,134.0,Operative,0-76-0-4319802000000511,False, 08,INMET,RS
0-2000-0-86667,SAPEZAL,A911,Automatic,2017-10-20 00:00:00+00:00,,-58.76333333,-13.30388888,105.0,Operative,0-76-0-5107875000000563,False, 09,INMET,MT
0-2000-0-86885,SAQUAREMA - SAMPAIO CORREIA,A667,Automatic,2015-09-02 00:00:00+00:00,,-42.60888888,-22.8711111,26.0,Operative,0-76-0-3305505000000507,False, 06,INMET,RJ
0-2000-0-86611,SENHOR DO BONFIM,A428,Automatic,2008-03-27 00:00:00+00:00,,-40.14833333,-10.44305555,532.09,Operative,0-76-0-2930105000000322,False, 04,INMET,BA
0-2000-0-84801,SERAFINA CORREA,A894,Automatic,2016-04-01 00:00:00+00:00,,-51.87083332,-28.70472222,485.29,Operative,0-76-0-4320404000000509,False, 08,INMET,RS
0-2000-0-86878,SEROPEDICA-ECOLOGIA AGRICOLA,A601,Automatic,2000-05-24 00:00:00+00:00,,-43.68472221,-22.75777777,35.0,Operative,0-76-0-3305554000000002,False, 06,INMET,RJ
0-2000-0-86763,SERRA DOS AIMORES,A522,Automatic,2006-08-21 00:00:00+00:00,,-40.25,-17.79888888,211.97,Operative,0-76-0-3166709000000096,False, 05,INMET,MG
0-2000-0-81860,SERRA DOS CARAJAS,A230,Automatic,2008-09-03 00:00:00+00:00,,-50.14222221,-6.07749999,707.0,Down,0-76-0-1505536000000418,False, 02,INMET,PA
0-2000-0-86641,SERRA NOVA DOURADA,A943,Automatic,2019-03-29 00:00:00+00:00,,-51.4261111,-11.98777777,441.0,Down,0-76-0-5100359000000590,False, 09,INMET,MT
0-2000-0-81912,SERRA TALHADA,A350,Automatic,2008-07-09 00:00:00+00:00,,-38.29499999,-7.95416666,499.02,Operative,0-76-0-2613909000000395,False, 03,INMET,PE
0-2000-0-86637,SERRINHA,A441,Automatic,2008-05-09 00:00:00+00:00,,-39.02305554,-11.66472222,337.79,Operative,0-76-0-2930501000000361,False, 04,INMET,BA
0-2000-0-86790,SETE LAGOAS,A569,Automatic,2016-06-10 00:00:00+00:00,,-44.17333332,-19.45527777,719.0,Operative,0-76-0-3167202000000520,False, 05,INMET,MG
0-2000-0-86895,SETE QUEDAS,A751,Automatic,2008-06-03 00:00:00+00:00,,-55.02416666,-23.96694443,398.4,Operative,0-76-0-5007703000000376,False, 07,INMET,MS
0-2000-0-86809,SIDROLANDIA,A754,Automatic,2008-09-29 00:00:00+00:00,,-54.97194443,-20.98166666,471.43,Operative,0-76-0-5007901000000434,False, 07,INMET,MS
0-2000-0-86893,SILVA JARDIM,A659,Automatic,2015-08-28 00:00:00+00:00,,-42.41555555,-22.64583333,19.0,Operative,0-76-0-3305604000000505,False, 06,INMET,RJ
0-2000-0-86735,SILVANIA,A037,Automatic,2010-10-08 00:00:00+00:00,,-48.61805554,-16.67972221,952.0,Operative,0-76-0-5220603000000469,False, 10,INMET,GO
0-2000-0-86626,SINOP,A917,Automatic,2006-10-29 00:00:00+00:00,,-55.56611111,-11.98222221,366.57,Operative,0-76-0-5107909000000129,False, 09,INMET,MT
0-2000-0-81754,SOBRAL,A306,Automatic,2003-02-12 00:00:00+00:00,,-40.34583333,-3.74805555,92.07,Operative,0-76-0-2312908000000054,False, 03,INMET,CE
0-2000-0-86964,SOLEDADE,A837,Automatic,2008-03-01 00:00:00+00:00,,-52.542387,-28.859211,660.44,Operative,0-76-0-4320800000000301,False, 08,INMET,RS
0-2000-0-86769,SONORA,A761,Automatic,2012-11-30 00:00:00+00:00,,-54.76055555,-17.63527777,495.25,Operative,0-76-0-5007935000000489,False, 07,INMET,MS
0-2000-0-86645,SORRISO,A904,Automatic,2002-12-16 00:00:00+00:00,,-55.72277777,-12.555,379.31,Operative,0-76-0-5107925000000035,False, 09,INMET,MT
0-2000-0-81658,SOURE,A227,Automatic,2008-04-27 00:00:00+00:00,,-48.51583333,-0.72777777,12.54,Operative,0-76-0-1507904000000352,False, 02,INMET,PA
0-2000-0-81917,SURUBIM,A328,Automatic,2008-03-09 00:00:00+00:00,,-35.80111111,-7.83972221,421.44,Operative,0-76-0-2614501000000310,False, 03,INMET,PE
0-2000-0-86998,Santa Vitoria do Palmar - Barra do Chui,A899,Automatic,2008-03-08 00:00:00+00:00,,-53.37222221,-33.74222221,7.41,Operative,0-76-0-4305439000000309,False, 08,INMET,RS
0-2000-0-86682,TANGARA DA SERRA,A902,Automatic,2002-12-11 00:00:00+00:00,,-57.43166666,-14.65,440.01,Operative,0-76-0-5107958000000030,False, 09,INMET,MT
0-2000-0-81872,TAUA,A324,Automatic,2007-07-12 00:00:00+00:00,,-40.28138888,-6.01749999,410.87,Down,0-76-0-2313302000000228,False, 03,INMET,CE
0-2000-0-86911,TAUBATE,A728,Automatic,2006-12-20 00:00:00+00:00,,-45.52083332,-23.04166666,582.26,Operative,0-76-0-3554102000000162,False, 07,INMET,SP
0-2000-0-86762,TEOFILO OTONI,A527,Automatic,2006-08-25 00:00:00+00:00,,-41.515423,-17.89284,467.17,Operative,0-76-0-3168606000000099,False, 05,INMET,MG
0-2000-0-81827,TERESINA,A312,Automatic,2004-11-24 00:00:00+00:00,,-42.80138888,-5.03472221,75.23,Operative,0-76-0-2211001000000069,False, 03,INMET,PI
0-2000-0-86888,TERESOPOLIS-PARQUE NACIONAL,A618,Automatic,2006-11-01 00:00:00+00:00,,-42.98694444,-22.4486111,981.0,Operative,0-76-0-3305802000000131,False, 06,INMET,RJ
0-2000-0-86987,TEUTONIA,A882,Automatic,2012-10-04 00:00:00+00:00,,-51.82333332,-29.44916666,81.0,Operative,0-76-0-4321451000000484,False, 08,INMET,RS
0-2000-0-81753,TIANGUA,A368,Automatic,2018-03-15 00:00:00+00:00,,-41.01194444,-3.73222221,756.0,Operative,0-76-0-2313401000000574,False, 03,INMET,CE
0-2000-0-86801,TIMOTEO,A511,Automatic,2006-02-22 00:00:00+00:00,,-42.62249999,-19.57388888,493.42,Operative,0-76-0-3168705000000075,False, 05,INMET,MG
0-2000-0-81711,TOME ACU,A213,Automatic,2007-10-14 00:00:00+00:00,,-48.36055555,-2.59249999,42.95,Operative,0-76-0-1508001000000256,False, 02,INMET,PA
0-2000-0-86981,TORRES,A808,Automatic,2006-06-01 00:00:00+00:00,,-49.73333333,-29.35027777,8.44,Operative,0-76-0-4321501000000077,False, 08,INMET,RS
0-2000-0-86990,TRAMANDAI,A834,Automatic,2008-03-09 00:00:00+00:00,,-50.13583333,-30.01027777,4.56,Operative,0-76-0-4321600000000311,False, 08,INMET,RS
0-2000-0-86813,TRES LAGOAS,A704,Automatic,2001-09-03 00:00:00+00:00,,-51.71333333,-20.79499999,328.94,Down,0-76-0-5008305000000011,False, 07,INMET,MS
0-2000-0-86779,TRES MARIAS,A528,Automatic,2006-08-25 00:00:00+00:00,,-45.459836,-18.200855,931.01,Operative,0-76-0-3169356000000100,False, 05,INMET,MG
0-2000-0-84804,TRES RIOS,A625,Automatic,2016-06-08 00:00:00+00:00,,-43.20833333,-22.09833333,295.0,Operative,0-76-0-3306008000000519,False, 06,INMET,RJ
0-2000-0-81859,TUCUMA,A234,Automatic,2008-07-18 00:00:00+00:00,,-51.14194444,-6.74333333,320.93,Down,0-76-0-1508084000000404,False, 02,INMET,PA
0-2000-0-81743,TUCURUI,A229,Automatic,2008-03-01 00:00:00+00:00,,-49.67499999,-3.82277777,137.94,Operative,0-76-0-1508100000000300,False, 02,INMET,PA
0-2000-0-84812,TUPA,A768,Automatic,2017-05-12 00:00:00+00:00,,-50.490251,-21.927251,498.0,Operative,0-76-0-3555000000000546,False, 07,INMET,SP
0-2000-0-84805,TUPANCIRETA,A886,Automatic,2016-08-11 00:00:00+00:00,,-53.82666666,-29.08944444,462.0,Operative,0-76-0-4322202000000526,False, 08,INMET,RS
0-2000-0-81687,TURIACU,A219,Automatic,2008-06-10 00:00:00+00:00,,-45.37249999,-1.66111111,35.86,Operative,0-76-0-2112407000000380,False, 02,INMET,MA
0-2000-0-84814,UBERABA,A568,Automatic,2017-05-19 00:00:00+00:00,,-47.96194444,-19.71,778.0,Operative,0-76-0-3170107000000549,False, 05,INMET,MG
0-2000-0-86776,UBERLANDIA,A507,Automatic,2002-12-18 00:00:00+00:00,,-48.25555555,-18.91694443,874.77,Operative,0-76-0-3170206000000036,False, 05,INMET,MG
0-2000-0-86724,UNA,A437,Automatic,2008-06-25 00:00:00+00:00,,-39.09138888,-15.28027777,74.08,Operative,0-76-0-2932507000000389,False, 04,INMET,BA
0-2000-0-86738,UNAI,A542,Automatic,2007-06-16 00:00:00+00:00,,-46.88194443,-16.55416666,640.85,Operative,0-76-0-3170404000000212,False, 05,INMET,MG
0-2000-0-81702,URUCARA,A124,Automatic,2008-04-17 00:00:00+00:00,,-57.75805555,-2.53472221,18.49,Operative,0-76-0-1304302000000341,False, 01,INMET,AM
0-2000-0-81905,URUCUI,A346,Automatic,2008-03-06 00:00:00+00:00,,-44.34499999,-7.44138888,398.83,Operative,0-76-0-2211209000000305,False, 03,INMET,PI
0-2000-0-86973,URUGUAIANA,A809,Automatic,2006-09-28 00:00:00+00:00,,-57.08194443,-29.83999999,74.29,Operative,0-76-0-4322400000000112,False, 08,INMET,RS
0-2000-0-86970,URUSSANGA,A814,Automatic,2008-05-29 00:00:00+00:00,,-49.31527777,-28.53249999,40.56,Operative,0-76-0-4219002000000368,False, 08,INMET,SC
0-2000-0-86966,VACARIA,A880,Automatic,2008-04-26 00:00:00+00:00,,-50.88277777,-28.51361111,969.89,Operative,0-76-0-4322509000000350,False, 08,INMET,RS
0-2000-0-86875,VALENCA,A611,Automatic,2006-09-27 00:00:00+00:00,,-43.69555555,-22.35805555,370.0,Operative,0-76-0-3306107000000111,False, 06,INMET,RJ
0-2000-0-86676,VALENCA,A444,Automatic,2009-06-29 00:00:00+00:00,,-39.12666666,-13.3436111,93.12,Operative,0-76-0-2932903000000451,False, 04,INMET,BA
0-2000-0-81870,VALENCA DO PIAUI,A363,Automatic,2009-04-18 00:00:00+00:00,,-41.74888888,-6.4236111,372.0,Operative,0-76-0-2211308000000444,False, 03,INMET,PI
0-2000-0-86838,VALPARAISO,A734,Automatic,2007-08-30 00:00:00+00:00,,-50.93027777,-21.31916666,381.9,Operative,0-76-0-3556305000000245,False, 07,INMET,SP
0-2000-0-86848,VARGINHA,A515,Automatic,2006-07-13 00:00:00+00:00,,-45.40416666,-21.56638888,949.78,Operative,0-76-0-3170701000000083,False, 05,INMET,MG
0-2000-0-84809,VENDA NOVA DO IMIGRANTE,A633,Automatic,2017-02-10 00:00:00+00:00,,-41.18999999,-20.38555555,722.0,Operative,0-76-0-3205069000000539,False, 06,INMET,ES
0-2000-0-86920,VENTANIA,A872,Automatic,2011-04-15 00:00:00+00:00,,-50.21027777,-24.28027777,1093.41,Operative,0-76-0-4128534000000471,False, 08,INMET,PR
0-2000-0-86824,VICOSA,A510,Automatic,2005-09-15 00:00:00+00:00,,-42.864013,-20.762607,697.64,Operative,0-76-0-3171303000000074,False, 05,INMET,MG
0-2000-0-86701,VILA BELA DA SANTISSIMA TRINDADE,A922,Automatic,2006-12-01 00:00:00+00:00,,-59.87305554,-15.06277777,213.0,Operative,0-76-0-5105507000000153,False, 09,INMET,MT
0-2000-0-86831,VILA VELHA,A634,Automatic,2017-02-15 00:00:00+00:00,,-40.40388888,-20.46694443,25.0,Operative,0-76-0-3205200000000540,False, 06,INMET,ES
0-2000-0-86642,VILHENA,A938,Automatic,2008-08-26 00:00:00+00:00,,-60.15777777,-12.73499999,583.3,Operative,0-76-0-1100304000000416,False, 09,INMET,RO
0-2000-0-86830,VITORIA,A612,Automatic,2006-10-31 00:00:00+00:00,,-40.30583333,-20.27083332,9.0,Operative,0-76-0-3205309000000130,False, 06,INMET,ES
0-2000-0-86697,VITORIA DA CONQUISTA,A414,Automatic,2007-06-01 00:00:00+00:00,,-40.80138888,-14.88638888,879.38,Operative,0-76-0-2933307000000204,False, 04,INMET,BA
0-2000-0-86940,XANXERE,A858,Automatic,2008-03-15 00:00:00+00:00,,-52.39809,-26.938666,878.74,Operative,0-76-0-4219507000000318,False, 08,INMET,SC
0-2000-0-81896,XINGUARA,A247,Automatic,2016-09-11 00:00:00+00:00,,-49.9261111,-7.11055555,245.0,Operative,0-76-0-1508407000000527,False, 02,INMET,PA
0-2000-0-81747,ZE DOCA,A255,Automatic,2019-09-18 00:00:00+00:00,,-45.65111111,-3.26916666,45.5,Operative,0-76-0-2114007000000596,False, 02,INMET,MA
0-2000-0-82989,AGUA BRANCA,82989,Traditional,1928-05-05 00:00:00+00:00,,-37.93805555,-9.26472222,603.42,Operative,0-76-0-2700102000W82989,False, 03,INMET,AL
0-2000-0-82353,ALTAMIRA,82353,Traditional,1927-04-24 00:00:00+00:00,,-52.21305555,-3.21416666,101.51,Operative,0-76-0-1500602000W82353,False, 02,INMET,PA
0-2000-0-83007,ALTO DA BOA VISTA,83007,Traditional,1966-06-01 00:00:00+00:00,,-43.27916666,-22.96583333,347.1,Operative,0-76-0-3304557000W83007,False, 06,INMET,RJ
0-2000-0-82590,APODI,82590,Traditional,1962-12-18 00:00:00+00:00,,-37.815,-5.62666666,131.37,Operative,0-76-0-2401008000W82590,False, 03,INMET,RN
0-2000-0-83442,ARACUAI,83442,Traditional,1918-09-06 00:00:00+00:00,,-42.06083333,-16.84888888,317.67,Operative,0-76-0-3103405000W83442,False, 05,INMET,MG
0-2000-0-83368,ARAGARCAS,83368,Traditional,1970-07-19 00:00:00+00:00,,-52.24527777,-15.9025,327.03,Operative,0-76-0-5201702000W83368,False, 10,INMET,GO
0-2000-0-82659,ARAGUAINA,82659,Traditional,1984-08-21 00:00:00+00:00,,-48.20138888,-7.10388888,231.85,Operative,0-76-0-1702109000W82659,False, 10,INMET,TO
0-2000-0-83579,ARAXA,83579,Traditional,1916-09-07 00:00:00+00:00,,-46.94972221,-19.60555555,1018.28,Operative,0-76-0-3104007000W83579,False, 05,INMET,MG
0-2000-0-82890,ARCO VERDE,82890,Traditional,1973-02-01 00:00:00+00:00,,-37.05527777,-8.4336111,683.91,Operative,0-76-0-2601201000W82890,False, 03,INMET,PE
0-2000-0-82696,AREIA,82696,Traditional,1929-01-01 00:00:00+00:00,,-35.71805554,-6.97555554,571.75,Operative,0-76-0-2501104000W82696,False, 03,INMET,PB
0-2000-0-83384,ARINOS,83384,Traditional,1976-04-05 00:00:00+00:00,,-46.10722222,-15.91527777,523.0,Operative,0-76-0-3104502000W83384,False, 05,INMET,MG
0-2000-0-82460,BACABAL,82460,Traditional,1976-08-15 00:00:00+00:00,,-44.77583332,-4.21805554,26.6,Operative,0-76-0-2101202000W82460,False, 02,INMET,MA
0-2000-0-83980,BAGE,83980,Traditional,1911-12-31 23:59:56+00:00,,-54.11944443,-31.30555555,245.66,Operative,0-76-0-4301602000W83980,False, 08,INMET,RS
0-2000-0-82768,BALSAS,82768,Traditional,1976-08-14 00:00:00+00:00,,-46.04638888,-7.52944443,263.48,Operative,0-76-0-2101400000W82768,False, 02,INMET,MA
0-2000-0-83179,BARRA,83179,Traditional,1925-03-03 00:00:00+00:00,,-43.13888888,-11.08472221,407.5,Operative,0-76-0-2902708000W83179,False, 04,INMET,BA
0-2000-0-82571,BARRA DO CORDA,82571,Traditional,1912-01-13 23:59:56+00:00,,-45.23722221,-5.50638888,154.17,Operative,0-76-0-2101608000W82571,False, 02,INMET,MA
0-2000-0-83236,BARREIRAS,83236,Traditional,1924-01-01 00:00:00+00:00,,-45.00833333,-12.15583333,447.51,Operative,0-76-0-2903201000W83236,False, 04,INMET,BA
0-2000-0-82191,BELEM,82191,Traditional,1923-11-01 00:00:00+00:00,,-48.43722221,-1.43583333,7.13,Operative,0-76-0-1501402000W82191,True, 02,INMET,PA
0-2000-0-83587,BELO HORIZONTE,83587,Traditional,1910-03-02 23:59:56+00:00,,-43.95222222,-19.93444444,915.47,Operative,0-76-0-3106200000W83587,True, 05,INMET,MG
0-2000-0-82246,BELTERRA,82246,Traditional,1971-08-01 00:00:00+00:00,,-54.94388888,-2.64222221,164.3,Operative,0-76-0-1501451000W82246,False, 02,INMET,PA
0-2000-0-82410,BENJAMIN CONSTANT,82410,Traditional,1924-01-01 00:00:00+00:00,,-70.02999999,-4.3786111,78.41,Operative,0-76-0-1300607000W82410,False, 01,INMET,AM
0-2000-0-82024,BOA VISTA,82024,Traditional,1923-01-02 00:00:00+00:00,,-60.66194444,2.82944443,84.18,Operative,0-76-0-1400100000W82024,True, 01,INMET,RR
0-2000-0-83919,BOM JESUS,83919,Traditional,1948-05-24 00:00:00+00:00,,-50.44194444,-28.66944443,1047.5,Operative,0-76-0-4302303000W83919,False, 08,INMET,RS
0-2000-0-83288,BOM JESUS DA LAPA,83288,Traditional,1941-11-01 00:00:00+00:00,,-43.40527777,-13.25111111,447.75,Operative,0-76-0-2903904000W83288,False, 04,INMET,BA
0-2000-0-82975,BOM JESUS DO PIAUI,82975,Traditional,1971-04-19 00:00:00+00:00,,-44.32777777,-9.07999999,288.0,Operative,0-76-0-2201903000W82975,False, 03,INMET,PI
0-2000-0-83377,BRASILIA,83377,Traditional,1961-09-12 00:00:00+00:00,,-47.92583332,-15.78972221,1161.42,Operative,0-76-0-5300108000W83377,True, 10,INMET,DF
0-2000-0-82188,BREVES,82188,Traditional,1970-09-01 00:00:00+00:00,,-50.47805554,-1.68027777,9.8,Operative,0-76-0-1501808000W82188,False, 02,INMET,PA
0-2000-0-83589,C. DO MATO DENTRO,83589,Traditional,1925-06-30 00:00:00+00:00,,-43.43388888,-19.02027777,663.02,Operative,0-76-0-3117504000W83589,False, 05,INMET,MG
0-2000-0-82886,CABROBO,82886,Traditional,1927-10-17 00:00:00+00:00,,-39.31527777,-8.50388888,342.78,Operative,0-76-0-2603009000W82886,False, 03,INMET,PE
0-2000-0-82263,CAMETA,82263,Traditional,1970-05-01 00:00:00+00:00,,-49.49972221,-2.23972221,9.93,Operative,0-76-0-1502103000W82263,False, 02,INMET,PA
0-2000-0-82795,CAMPINA GRANDE,82795,Traditional,1910-12-31 23:59:56+00:00,,-35.90472222,-7.22555554,546.27,Operative,0-76-0-2504009000W82795,False, 03,INMET,PB
0-2000-0-83698,CAMPOS,83698,Traditional,1911-06-16 23:59:56+00:00,,-41.33277777,-21.74249999,11.2,Operative,0-76-0-3301009000W83698,False, 06,INMET,RJ
0-2000-0-83270,CANARANA,83270,Traditional,1987-08-04 00:00:00+00:00,,-52.2711111,-13.47083332,430.0,Operative,0-76-0-5102702000W83270,False, 09,INMET,MT
0-2000-0-83639,CAPARAO,83639,Traditional,1972-11-17 00:00:00+00:00,,-41.90913,-20.526119,836.25,Operative,0-76-0-3112109000W83639,False, 05,INMET,MG
0-2000-0-82042,CARACARAI,82042,Traditional,1970-01-11 00:00:00+00:00,,-61.12083332,1.83249999,51.99,Operative,0-76-0-1400209000W82042,False, 01,INMET,RR
0-2000-0-83592,CARATINGA,83592,Traditional,1924-03-15 00:00:00+00:00,,-42.13722221,-19.73583333,609.56,Operative,0-76-0-3113404000W83592,False, 05,INMET,MG
0-2000-0-83498,CARAVELAS,83498,Traditional,1930-05-01 00:00:00+00:00,,-39.25861111,-17.73944444,6.05,Operative,0-76-0-2906907000W83498,False, 04,INMET,BA
0-2000-0-83485,CARBONITA,83485,Traditional,1981-01-01 00:00:00+00:00,,-43.012091,-17.533008,765.37,Operative,0-76-0-3113503000W83485,False, 05,INMET,MG
0-2000-0-82765,CAROLINA,82765,Traditional,1912-12-31 23:59:56+00:00,,-47.45972222,-7.33722221,182.94,Operative,0-76-0-2102804000W82765,False, 02,INMET,MA
0-2000-0-83526,CATALAO,83526,Traditional,1912-12-31 23:59:56+00:00,,-47.95805555,-18.17027777,857.98,Operative,0-76-0-5205109000W83526,False, 10,INMET,GO
